samples/CAM_FRONT/n015-2018-08-02-17-16-37+0800__CAM_FRONT__1533201470412460.jpg [[709.1936367254442, 0.0, 457.1095330032193], [0.0, 709.1936367254442, 275.2439580158948], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295951397405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295951354799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295951862404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295951870482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295951878113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295951887558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295951897405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295951854799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295952362404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295952370482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295952378113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295952387558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295952397405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295952354799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295952762404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295952770482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295952778113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295952797405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295952787558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295952754799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295953262404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295953270482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295953278113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295953287558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295953254799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295953297405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295953762404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295953770482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295953778113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295953787558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295953797405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295953754799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295954162404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295954170521.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295954178113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295954187558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295954197405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295954154799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295954662404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295954670482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295954678113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295954687558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295954697405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295954654799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295955162404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295955170482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295955178113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295955187558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295955197411.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295955154915.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295955662404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295955670482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295955678113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295955687558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295955697405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295955654799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295956162404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295956170482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295956178347.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295956187558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295956197405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295956155198.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295956662404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295956670482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295956678113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295956687558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295956697405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295956654799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295957162404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295957178113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295957170482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295957187558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295957154799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295957197405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295957662404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295957670482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295957687558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295957678113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295957697405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295957654799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295958162404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295958170482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295958178113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295958197405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295958187558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295958154799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295958662404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295958670482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295958678113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295958687558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295958654799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295958697405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295959262404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295959270482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295959278113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295959287558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295959297405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295959254799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295959762404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295959770482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295959778113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295959787558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295959797405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295959754799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295960262404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295960270482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295960287558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295960278113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295960297405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_LEFT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_LEFT__1537295960254799.jpg [[704.4030221579852, 0.0, 463.25499731365477], [0.0, 704.4030221579852, 252.51268007029975], [0.0, 0.0, 1.0]]
samples/CAM_FRONT/n008-2018-09-18-14-35-12-0400__CAM_FRONT__1537295960762404.jpg [[701.5753401733162, 0.0, 462.8893462483225], [0.0, 701.5753401733162, 263.19141218910727], [0.0, 0.0, 1.0]]
samples/CAM_FRONT_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_FRONT_RIGHT__1537295960770482.jpg [[703.7791695169847, 0.0, 457.9617059235042], [0.0, 703.7791695169844, 253.09434076286985], [0.0, 0.0, 1.0]]
samples/CAM_BACK_RIGHT/n008-2018-09-18-14-35-12-0400__CAM_BACK_RIGHT__1537295960778113.jpg [[699.979242704285, 0.0, 462.2110125089068], [0.0, 699.979242704285, 259.0269728627698], [0.0, 0.0, 1.0]]
samples/CAM_BACK_LEFT/n008-2018-09-18-14-35-12-0400__CAM_BACK_LEFT__1537295960797405.jpg [[702.7921946769293, 0.0, 464.56308466120106], [0.0, 702.7921946769293, 261.61411257819873], [0.0, 0.0, 1.0]]
samples/CAM_BACK/n008-2018-09-18-14-35-12-0400__CAM_BACK__1537295960787558.jpg [[446.2589974321096, 0.0, 480.3553643494677], [0.0, 446.2589974321096, 267.0555444877975], [0.0, 0.0, 1.0]]
